budget,genres,original_language,original_title,release_date,revenue,runtime,actors,studios,countries,directors,producers
70000000,"Science Fiction, Action",en,Battle: Los Angeles,2011-03-08,211819354,116.0,"Aaron Eckhart, Ramón Rodríguez, Will Rothhaar, Michael Peña, Bridget Moynahan, Noel Fisher, Joey King, Beth Keener, Jessica Heap, Cory Hardrict, Jim Parrack, Gino Anthony Pesi, Ne-Yo, James Hiroyuki Liao, Adetokumboh M'Cormack, Bryce Cass, Michelle Rodriguez, Neil Brown Jr., Taylor Handley, Lucas Till, Kenneth Brown Jr., Jadin Gould, Joe Chrest, E. Roger Mitchell, Rus Blackwell, Susie Abromeit, Brandi Coleman, David Jensen, Stacey Turner, Tom Hillmann, Lena Clark, Jamie Norwood, Todd Cochran, Nzinga Blake, Taryn Southern, James D. Dever, Alex Aristidis, Charlotte Biggs, Ava Bogle, Grant Case, Kurt Deville, Nick Jones Jr., Philip Lawrence, Keith Middlebrook, Courtney Munch, Jim Palmer, Michelle Pierce, Michael Wozniak, Marlon Young","Columbia Pictures, Relativity Media, Original Film, Sony Pictures",United States of America,Jonathan Liebesman,"Neal H. Moritz, Jeffrey Chernov, Ori Marmur"
68000000,"War, Drama, Action",en,Fury,2014-10-15,211817906,135.0,"Brad Pitt, Logan Lerman, Michael Peña, Shia LaBeouf, Jon Bernthal, Jim Parrack, Brad William Henke, Anamaria Marinca, Alicia von Rittberg, Scott Eastwood, Jason Isaacs, Kevin Vance, Laurence Spellman, Xavier Samuel, Eugenia Kuzmina, Kyle Soller, Jake Curran, Eric Kofi Abrefa, Adam Ganne, Jack Bannon, Marek Oravec, Jaime FitzSimons, Marlon Blue, Jamie B. Chambers, Zach Avery, Daniel Westwood, Daniel Betts, Osi Okerafor, Vivien Bridson","Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films, Sony Pictures, Huayi Brothers Pictures","United Kingdom, United States of America, China",David Ayer,"David Ayer, Bill Block, Ethan Smith, John Lesher"
130000000,"Adventure, Drama, Romance",en,Australia,2008-11-18,211787511,165.0,"Nicole Kidman, Hugh Jackman, Essie Davis, David Wenham, Bryan Brown, David Gulpilil, John Jarratt, Shea Adams, Nathin Butler, John Walton, Nigel Harbach, Eddie Baroo, Arthur Dignam, Sandy Gore, Bill Hunter, Jacek Koman, Ben Mendelsohn, Barry Otto, David Ngoombujarra, Bruce Spence, Jack Thompson, Yuen Wah, Kerry Walker, Ray Barrett, Jamal Sydney Bednarz, Tony Barry, Ursula Yovich, Brandon Walters, Matthew Whittet, Lillian Crombie, Max Cullen, Haidee Gaudry, Jamie Gulpilil, Peter Gwynne, Jimmy Hong, Angus Pilakui, Adam McMonigal, Robin Queree, Mark Rathbone, Crusoe Kurddal, Siena Larsson, Danielle Carey, Anton Monsted, William Gabriel, Chris Polzot","Bazmark Films, ScreenWest, Dune Entertainment III, 20th Century Fox, Ingenious Media","Australia, United States of America, United Kingdom",Baz Luhrmann,"Baz Luhrmann, Catherine Martin, Catherine Knapman, G. Mac Brown, Paul Watters"
65000000,"Comedy, Drama",en,Due Date,2010-11-04,211780824,95.0,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, RZA, Danny McBride, Todd Phillips, Charlie Sheen, Jon Cryer, Matt Walsh, Brody Stevens, Jakob Ulrich, Naiia Ulrich, Bobby Tisdale, Nathalie Fay, Sharon Conley, Keegan-Michael Key, Paul Renteria, Emily Wagner, Steven M. Gagnon, Marco Rodríguez, Mimi Kennedy, Tymberlee Hill, Aaron Lustig, Haji Abdullah, Jeremy Ambler, Madeline Brumby, Tony Folden, Joseph Harold, Sarah Reagin","Legendary Pictures, Green Hat Films, Warner Bros. Pictures",United States of America,Todd Phillips,"Todd Phillips, Daniel Goldberg"
40000000,"Animation, Family, Fantasy",en,The Little Mermaid,1989-11-17,211343479,83.0,"Jodi Benson, Samuel E. Wright, Pat Carroll, Christopher Daniel Barnes, Kenneth Mars, Buddy Hackett, Jason Marin, René Auberjonois, Paddi Edwards, Ben Wright, Edie McClurg, Will Ryan, Sherry Lynn, Mickie McGowan, Nancy Cartwright, Frank Welker, Hamilton Camp, Debbie Shapiro, Robert Weil, Ed Gilbert, Charlie Adler, Jack Angel, Susan Boyd, Steve Bulen, Philip L. Clarke, Jennifer Darling, Trevor Allan Davies, Gail Farrell, Donny Gerrard, Willie J. Greene Jr., Linda Harmon, Walter S. Harrah, Phillip Ingram, Luana Jackman, William A. Kanady, Edie Lehmann Boddicker, Anne Lockhart, Melissa MacKay, Guy Maeda, Lynn Dolin Mann, Arnold Markussen","Walt Disney Pictures, Silver Screen Partners IV, Walt Disney Animation Studios",United States of America,"Ron Clements, John Musker","John Musker, Howard Ashman"
30000000,Science Fiction,en,District 9,2009-08-05,210819611,112.0,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike, Elizabeth Mkandawie, John Sumner, William Allen Young, Nick Blake, Greg Melvill-Smith, Robert Hobbs, Vanessa Haywood, Rapulana Seiphemo, Morena Busa Sesatsa, Themba Nkosi, Mzwandile Nqoba, Barry Strydom, Jed Brophy, Louis Minnaar, Marian Hooman, Vittorio Leonardi, David Clatworthy, Michael Huff, David James, Tim Gordon, Anthony Bishop, Anthony Fridjhon, Eugene Khumbanyiwa, Melt Sieberhagen, Andre Odendaal, Louise Saint-Claire, Norman Anstey, Nick Boraine, Brandon Auret, Jacques Gombault, Justin Strydom, Simo Mogwaza, Matt Stern, David Dukas, Daniel Hadebe, Bongo Mbutuma, Johnny Selema, Mandla Gaduka, Johan van Schoor, Stella Steenkamp, Mampho Brescia, Morne Erasmus, Hlengiwe Madlala, Siyabonga Radebe, Alan Glauber, Nicolas Herbstein, Sibulele Gcilitshana, Mahendra Raghunath, Phillip Mathebula, Claudine Bennent, Michelle Ayden, Antony Sarak, Billy Somagaca, Ryan Whittal, John Jacob, Yashik Maharaj, Fernando Saraiva, Sharon Waugh, Theunis Nel, Sonni Chidiebere, Danny Datnow, Wisani Mbokota, Craig Jackson, Justin Duplessis, Rodney Downey, Den Antonakas, Mashabela Galane, Mfazwe Sekobane, Nicholas Ratlou, Saint Gregory Nwokedi, Donalson Rabisi, Zephania Sibanda, Gideon Thodane, Mdu Mthabela, David Mikhethi, Jeffries Simelane, Shafique Allan, Wendy Mbatha, Leigh Mashupye, Beauty Setai, Nkiyase Mondlana, Kuda Rusike, Morena Setatsa, Mpho Molao, Ntombi Nkuua, Absalom Dikane, Monthandazo Thomo, Norman Thabalala, Siphiwe Mbuko, Shiela Nene, Neill Blomkamp, Trevor Coppola","TriStar Pictures, Block / Hanson, WingNut Films, Canadian Film or Video Production Tax Credit (CPTC), District 9, Key Creatives, New Zealand Post Digital and Visual Effects Grant, QED International, The Department of Trade and Industry of South Africa","United States of America, New Zealand, Canada, South Africa",Neill Blomkamp,"Peter Jackson, Carolynne Cunningham"
34000000,"Action, Adventure, Thriller, Science Fiction",en,Moonraker,1979-06-26,210308099,126.0,"Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel, Corinne Cléry, Bernard Lee, Geoffrey Keen, Desmond Llewelyn, Lois Maxwell, Toshirô Suga, Emily Bolton, Blanche Ravalec, Irka Bochenko, Mike Marshall, Leila Shenna, Anne Lonnberg, Jean-Pierre Castaldi, Walter Gotell, Douglas Lambert, Arthur Howard, Alfie Bass, Brian Keith, George Birt, Kim Fortune, Lizzie Warville, Guy Di Rigo, Chris Dillinger, Claude Carliez, Georges Beller, Denis Seurat, Chichinou Kaeppler, Christina Hui, Françoise Gayat, Nicaise Jean-Louis, Catherine Serre, Benoît Ferreux, Michael G. Wilson, Jenny Arasse, Michel Berreur, Albert R. Broccoli, Dana Broccoli","United Artists, Eon Productions, Danjaq","France, United Kingdom, United States of America",Lewis Gilbert,"Albert R. Broccoli, William P. Cartlidge"
17000000,"Horror, Drama, Mystery, Thriller",en,The Others,2001-08-02,209947037,101.0,"Nicole Kidman, Fionnula Flanagan, Christopher Eccleston, Alakina Mann, James Bentley, Eric Sykes, Elaine Cassidy, Renée Asherson, Gordon Reid, Keith Allen, Michelle Fairley, Alexander Vince, Ricardo López, Aldo Grilo","Cruise/Wagner Productions, Canal+, Sogecine, Las Producciones del Escorpion, Lucky Red, Dimension Films, Miramax","Spain, United States of America, France, Italy",Alejandro Amenábar,"Fernando Bovaira, José Luis Cuerda, Sunmin Park"
35000000,"Comedy, Crime",en,Horrible Bosses,2011-07-08,209838559,98.0,"Jason Bateman, Charlie Day, Jason Sudeikis, Kevin Spacey, Jennifer Aniston, Colin Farrell, Jamie Foxx, Donald Sutherland, P. J. Byrne, Julie Bowen, Lindsay Sloane, Wendell Pierce, Ron White, John Francis Daley, Meghan Markle, Steve Wiebe, Michael Albala, Jennifer Hasty, Reginald Ballard, George Back, Barry Livingston, Celia Finkelstein, Diana Toshiko, Carla Maria Cadotte, Scott Rosendall, Dave Sheridan, Chad L. Coleman, Ioan Gruffudd, Brian George, Peter Breitmayer, Isaiah Mustafa, Jimm Giannini, Bob Newhart, Seth Gordon, Christina Blevins, Joanna Theobalds","New Line Cinema, Rat Entertainment",United States of America,Seth Gordon,"Brett Ratner, Jay Stern"
0,"Romance, Drama",zh,后来的我们,2018-04-28,209221331,120.0,"Jing Boran, Zhou Dongyu, Tian Zhuangzhuang, Qu Zheming, Shi Yufei, Liu Qiheng, Su Xiaoming, Liu Di",Tianjin Maoyan Weying Media,China,René Liu,Zhang Yibai
78000000,Horror,en,Red Dragon,2002-09-29,209196298,124.0,"Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel, Emily Watson, Mary-Louise Parker, Philip Seymour Hoffman, Anthony Heald, Ken Leung, Frankie Faison, Tyler Patrick Jones, Lalo Schifrin, John Rubinstein, David Doty, Brenda Strong, Robert Curtis Brown, Mary Anne McGarry, Marc Abraham, Veronica De Laurentiis, Michael Cavanaugh, Madison Mason, Bill Duke, Azura Skye, Stanley Anderson, Jeanine Jackson, Ellen Burstyn, Mary Beth Hurt, James Pickens Jr., Frank Whaley, Tanya Newbould, Katie Rich, Alex Berliner, Tom Verica, Marguerite MacIntyre, Elizabeth Dennehy, William Lucking, Joseph Simmons, Mark Moses, Lisa Haley, Lisa Thornhill","Universal Pictures, Metro-Goldwyn-Mayer, Dino De Laurentiis Company, Mikona Productions GmbH & Co. KG, Pan Productions, Scott Free Productions","Germany, United States of America",Brett Ratner,"Dino De Laurentiis, Martha De Laurentiis"
190000000,"Adventure, Family, Mystery, Science Fiction",en,Tomorrowland,2015-05-19,209154322,130.0,"George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Chris Bauer, Shiloh Nelson, Kathryn Hahn, Keegan-Michael Key, Thomas Robinson, Pierce Gagnon, Matthew MacCaull, Judy Greer, Matthew Kevin Anderson, Michael Giacchino, D. Harlan Cutshall, Xantha Radley, David Nykl, Paul McGillion, Pearce Visser, Garry Chalk, Dagan Nish, Yusuf A. Ahmed, Alex Barima, Jedidiah Goodacre, Kate Crutchlow, Priya Rajaratnam, Parm Soor, Leena Manro, Rick Pearce, Tom Butler, Michael Rowe, Tim Perez, Patrick Sabongui, Romuald Hivert, Mathieu Lardier, Fraser Corbett, Darren Shahlavi, Aidan Gemme, Takayuki Oki, Natasha Davidson, Liliane Leilan Juma, Paul Anthony, Kenia Arias, Kimberly Arklie, Nicholas Barrera, Barbara Keegan, Jason Bell, Wendy Bell, Aimee Bowen, Chrystall Friedemann, PewDiePie, Darien Provost, Jackson Tessmer, Marcus Rosner, Julie Johnson, Marshall Archibald, Clint Carleton, Luis Castilleja, Ellen Marguerite Cullivan, Leslie Danielsen, Michael Ray Davis, Peter Dwerryhouse, Lindsey Elizabeth, Amy Esterle, Monique Ganderton, Glen Gordon, Kory Grim, Raiden Integra, Anthony J. James, Tomas Johansson, Kenneth Kantymir, Andrew Kerr, Joshua Lagos, Tommy Lentsch, Laura MacKillop, Grae Marino, Catherine Michaud, Jaeda Lily Miller, Lochlyn Munro, Aliyah O'Brien, Eddie Perez, Marc Primiani, Kinley Rice, Kelly Riese, Robin T. Rose, Bruce Salomon, Ranjit Samra, Manoj Sood","Babieka Films, Walt Disney Pictures, A113",United States of America,Brad Bird,"Brad Bird, Jeffrey Chernov, Damon Lindelof"
140000000,"Adventure, Comedy, Family",en,Lemony Snicket's A Series of Unfortunate Events,2004-12-16,209073645,108.0,"Emily Browning, Liam Aiken, Jim Carrey, Meryl Streep, Jude Law, Kara Hoffman, Shelby Hoffman, Timothy Spall, Billy Connolly, Luis Guzmán, Jennifer Coolidge, Jane Adams, Craig Ferguson, Jamie Harris, Catherine O'Hara, Cedric the Entertainer, Bob Clendenin, Lenny Clarke, Fred Gallo, John Dexter, Deborah Theaker, Wayne Flemming, Jaimarie Bjorge, Helena Bonham Carter, Amy Brenneman, Julius Callahan, François Duhamel, Gilbert Gottfried, Rick Heinrichs, Alan Heitz, Rob Hinderstein, Dustin Hoffman, Michael Earl Lane, Jane Lynch, Nick Meaney, Christopher Metas, Crystal Rivers, Lidia Sabljic","Paramount, Scott Rudin Productions, Nickelodeon Movies, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG, Parkes+MacDonald Image Nation, DreamWorks Pictures, CJ Entertainment","Germany, United States of America",Brad Silberling,"Walter F. Parkes, Laurie MacDonald, Jim Van Wyck"
85000000,"Action, Thriller",en,Safe House,2012-02-09,208076205,115.0,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick, Liam Cunningham, Joel Kinnaman, Fares Fares, Jenna Dover, Stephen Rider, Daniel Fox, Tracie Thoms, Stephen Bishop, Tanit Phoenix, Sara Arrington, Kenneth Fok, Nicole Sherwin, Stephen Bishop, Tanit Phoenix, Sherry Stone, Sebastian Roché, Trayan Milenov-Troy","Universal Pictures, Relativity Media, Bluegrass Films, DENTSU",United States of America,Daniel Espinosa,Scott Stuber
2200000,"Comedy, Adventure, Drama",zh,人再囧途之泰囧,2012-12-12,208000000,105.0,"Baoqiang Wang, Xu Zheng, Huang Bo, Hong Tao, Fan Bingbing, Xie Nan",Enlight Pictures,"China, Thailand",Xu Zheng,
20000000,"Drama, Romance",en,Me Before You,2016-06-01,207945075,110.0,"Emilia Clarke, Sam Claflin, Janet McTeer, Charles Dance, Brendan Coyle, Jenna Coleman, Matthew Lewis, Samantha Spiro, Stephen Peacocke, Vanessa Kirby, Ben Lloyd-Hughes, Joanna Lumley, Lily Travers, Alan Breck, Eileen Dunwoodie, Pablo Raybould, Gabrielle Downey, Henri Charles, Muzz Khan, Richard Goulding, Diane Morgan, Stephen Chance, Sharon Cherry Ballard, Chuku Modu, Verity Marshall, Manuel Severi","New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer",United States of America,Thea Sharrock,"Karen Rosenfelt, Alison Owen"
48000000,"Thriller, Drama, Crime",en,Traffic,2000-03-23,207515725,147.0,"Michael Douglas, Benicio del Toro, Catherine Zeta-Jones, Don Cheadle, Erika Christensen, Jacob Vargas, Luis Guzmán, Miguel Ferrer, Topher Grace, Dennis Quaid, Steven Bauer, Albert Finney, James Brolin, Tomas Milian, Clifton Collins Jr., Enrique Murciano, D.W. Moffett, Amy Irving, Peter Riegert, Benjamin Bratt, Yul Vazquez, Majandra Delfino, Alec Roberts, James Pickens Jr., Viola Davis, Andrew Chavez, Michael Saucedo, Jose Yenque, Emilio Rivera, Michael O'Neill, Russell G. Jones, Lorene Hetherington, Eric Collins, Beau Holden, Peter Stader, James Lew, Jeremy Fitzgerald, Russell Solberg, Don Snell, Gary Carlos Cervantes, Leticia Bombardier, Carl Ciarfalio, Steven Lambert, Gilbert Rosales, Rick Avery, Mario Roberts, Eileen Weisinger, Keii Johnston, Mike Watson, Kurt D. Lott, Lincoln Simonds, Steve Tomaski, Buck McDancer, John Callery, Ousaun Elam, Brian Avery, Corey Spears, Rena Sofer, Stacey Travis, Jennifer Barker, Dean Faulkner, Daniella Kuhn, Brandon Keener, Bill Weld, George Blumenthal, Stephen Dunham, Don Nickles, Margaret Travolta, Harry Reid, Jeff Podolsky, Jewelle Bickford, Barbara Boxer, Orrin Hatch, Chuck Grassley, Dave Hager, Tucker Smallwood, Marisol Padilla Sánchez, Víctor Quintero, Toby Holguin, Ramiro González, Elaine Kagan, John Slattery, Jimmy Ortega, Greg Boniface, Thomas Rosales Jr., Rudy M. Camacho, Vonte Sweet, Ed Breving, Jack Conley, Eddie Velez, Craig N. Chretien, John Brown, Mike Siegel, Joel Torres, Stephen J. Rose, Kimber Fritz, Harsh Nayyar, Mary Pat Gleason, Vincent M. Ward, Jsu Garcia, Gregory Estevane, Alex Procopio, Rita Gomez, Kaizaad Kotwal, David Jensen, Jay Krymis, Mike Malone, René Pereyra, Kymberly Newberry, Carroll Schumacher, Ben Scott, Michael Showers, Salma Hayek, Fred Anderson, David Bickford, Adam Clark, Chic Daniel, Sonia Debreczeni, Alan Easley, Choel Evans, Rod Fielder, Tony Guma, Valerie Hanna, Dominic Koulianos, Zachary Lindsey, Meagan Lopez, Christie McNew, Ambrit Millhouse, Ken Miyamoto, David Pittinger, Christopher Rogers, Leo Rogstad, Laurent Schwaar, Joey Sotello, William-Christopher Stephens, Clyde Tull, Fairly Tull, Jim Cody Williams, Anthony Hawkins Woods, William 'Shorty' Young","USA Films, Compulsion Inc., Initial Entertainment Group (IEG), Splendid Medien AG, Bedford Falls Productions","Germany, United States of America",Steven Soderbergh,"Edward Zwick, Marshall Herskovitz, Laura Bickford"
38000000,"Action, Crime, Thriller",en,The Fast and the Furious,2001-06-22,207283925,106.0,"Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Rick Yune, Chad Lindberg, Johnny Strong, Matt Schulze, Ted Levine, Ja Rule, Vyto Ruginis, Thom Barry, Stanton Rutledge, Noel Gugliemi, RJ de Vera, Beau Holden, Reggie Lee, David Douglas, Peter Navy Tuiasosopo, Neal H. Moritz, Doria Anselmo, Glenn K. Ota, F. Valentino Morales, Mike White, Delphine Pacific, Monica Tamayo, Megan Baker, Tammy Monica Gegamian, Rob Cohen, Kevin Smith","Ardustry Entertainment, Universal Pictures, Original Film, Mediastream Film GmbH & Co. Productions KG","Germany, United States of America",Rob Cohen,Neal H. Moritz
5000000,"Horror, Mystery",en,Paranormal Activity 3,2011-10-19,207039844,83.0,"Katie Featherston, Sprague Grayden, Lauren Bittner, Christopher Nicholas Smith, Chloe Csengery, Jessica Tyler Brown, Marilyn Alex, Dustin Ingram, Jessica Berger, Maria Olsen, Hallie Foote, William Juan Prieto, Jackson Xenia Prieto, Paitoon Cheng, Johanna Braddy, Brian Boland, Micah Sloat, Molly Ephraim","Paramount, Blumhouse Productions, Solana Films, Room 101",United States of America,"Henry Joost, Ariel Schulman","Jason Blum, Oren Peli, Steven Schneider"
26000000,Drama,en,Philadelphia,1993-12-22,206678440,126.0,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé, Andre B. Blake, Robert W. Castle, Daniel Chapman, Roger Corman, Ann Dowd, David Drake, Karen Finley, Charles Glenn, Peter Jacobs, Paul Lazar, John Bedford Lloyd, Roberta Maxwell, Warren Miller, Harry Northup, Dan Olmstead, Joey Perillo, Lauren Roselli, Anna Deavere Smith, Lisa Talerico, Daniel von Bargen, Tracey Walter, Bradley Whitford, Chandra Wilson, Kathryn Witt, Joanne Woodward, Buzz Kilman, Mark Sorensen Jr., Jeffrey Williamson, Stephanie Roth Haberle, Bill Rowe, Ford Wheeler, Julius Erving, Adam LeFevre, Gary Goetzman, Kenneth Utt, Lawrence T. Wrentz, Charles Techman, Jim Roche, Tony Fitzpatrick, Gene Borkan, Q. Lazzarus, Lucas Platt, José Castillo, Roy Blount Jr., Bob Bowersox, Quentin Crisp, Tom Detrik, Tony Devon, Tak Fujimoto, Ana Leza, Jaime Gomez",TriStar Pictures,United States of America,Jonathan Demme,"Jonathan Demme, Edward Saxon"
90000000,"Action, Adventure, Thriller",en,The Expendables 3,2014-08-07,206172544,126.0,"Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger, Mel Gibson, Wesley Snipes, Dolph Lundgren, Randy Couture, Terry Crews, Kelsey Grammer, Glen Powell, Antonio Banderas, Victor Ortiz, Ronda Rousey, Kellan Lutz, Jet Li, Ivan Kostadinov, Robert Davi, Nikolay Stoyanov Ilchev, Daniel Angelov, Slavi Slavov, Dimiter Doichinov, Nikolay Stanoev, Harry Anichkin, Boswell Maloka, Natalie Burn, Velizar Binev, Sarai Givaty, Liubomir Simeonov, Frank Pesce, Thomas Canestraro, Aleksandar Belovski, Aleksandra Bogdanska, Lilia Doytchinova, Ivaylo Grancharov, Wendy Kay, Cyndy Powell, Bashar Rahal, Tzvetislav Samardjiev","Davis Films, Nu Image, Ex3 Productions, Fipex Holding, Lionsgate, Millennium Films","France, United States of America",Patrick Hughes,"Kevin King Templeton, Les Weldon, Danny Lerner, Avi Lerner, John Thompson"
100000000,"Drama, Fantasy, Thriller, Mystery, Horror",en,Sleepy Hollow,1999-11-19,206071502,105.0,"Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon, Casper Van Dien, Jeffrey Jones, Richard Griffiths, Ian McDiarmid, Michael Gough, Christopher Walken, Marc Pickering, Lisa Marie, Steven Waddington, Claire Skinner, Christopher Lee, Alun Armstrong, Mark Spalding, Jessica Oyelowo, Peter Guinness, Tony Maudsley, Martin Landau, Jamie Foreman, Philip Martin Brown, Orlando Seale, Sean Stephens, Gabrielle Lloyd, Robert Sella, Michael Feast, Sam Fior, Paul Brightwell","Paramount, Mandalay Pictures, American Zoetrope, Tim Burton Productions, Karol Film Productions, Scott Rudin Productions, Adam Schroeder Entertainment, Dieter Geissler Filmproduktion","Germany, United States of America",Tim Burton,"Scott Rudin, Adam Schroeder"
4000000,"Family, Animation, Adventure",en,The Jungle Book,1967-10-18,205843612,78.0,"Bruce Reitherman, Phil Harris, Sebastian Cabot, George Sanders, Sterling Holloway, Louis Prima, J. Pat O'Malley, Verna Felton, Clint Howard, Chad Stuart, Lord Tim Hudson, John Abbott, Ben Wright, Darleen Carr, Bill Lee",Walt Disney Productions,United States of America,Wolfgang Reitherman,Walt Disney
