budget,genres,original_language,original_title,release_date,revenue,runtime,actors,studios,countries,directors,producers
25000000,"Comedy, Romance",en,Joe Versus the Volcano,1990-03-09,39404261,102.0,"Tom Hanks, Meg Ryan, Lloyd Bridges, Dan Hedaya, Ossie Davis, Barry McGovern, Robert Stack, Amanda Plummer, Lala Sloatman, Abe Vigoda, Carol Kane, Branscombe Richmond, Jayne Haynes, David Burton, Jon Conrad Pochron, Jim Hudson, Antoni Gatti, Darrell Zwerling, Jim Ryan, Karl Rumburg, Brian Esteban, Nathan Lane, Wally Ruiz, Guillermo Guzman, Tommy Franco, Tony Salome, Courtney Gibbs, Jennifer Stewart, William Ward, Paul Michael Thorpe, Michael George","Amblin Entertainment, Warner Bros. Pictures",United States of America,John Patrick Shanley,"Steven Spielberg, Kathleen Kennedy, Frank Marshall"
11000000,Drama,en,Dead Man Walking,1995-12-29,39363635,122.0,"Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry, R. Lee Ermey, Celia Weston, Lois Smith, Scott Wilson, Roberta Maxwell, Margo Martindale, Jack Black, Ray Aranha, Peter Sarsgaard, Barton Heyman, Steve Boles, Nesbitt Blaisdell, Larry Pine, Kevin Cooney, Clancy Brown, Michael Cullen, Missy Yager, Jenny Krochmal, Jon Abrahams, Arthur Bridgers, Steve Carlisle, Eva Amurri Martino, Jack Henry Robbins, Dennis Neal, Molly Bryant, Adele Robbins, Pete Burris, Joan Glover, Lenore Banks, Scott Sowers, Cortez Nance Jr., Adam Nelson, Jeremy Knaster, Marcus Lyle Brown, Anthony Michael Frederick, Thomas McGowan, Codie Scott, Helen Prejean, Miles Robbins","Havoc, PolyGram Filmed Entertainment, Working Title Films","United States of America, United Kingdom",Tim Robbins,"Tim Robbins, Rudd Simmons, Jon Kilik"
18000000,"Comedy, Romance",en,Blind Date,1987-03-27,39321715,95.0,"Kim Basinger, Bruce Willis, John Larroquette, William Daniels, George Coe, Mark Blum, Phil Hartman, Stephanie Faracy, Alice Hirson, Graham Stark, Joyce Van Patten, Georgann Johnson, Armin Shimerman, Gene LeBell","Permut Presentations, TriStar Pictures, Blake Edwards Entertainment, Delphi V Productions, ML Delphi Premier Productions",United States of America,Blake Edwards,"Tony Adams, Trish Caroselli"
2000000,Comedy,pt,Minha Mãe é uma Peça 3: O Filme,2019-12-26,39273021,111.0,"Paulo Gustavo, Rodrigo Pandolfo, Mariana Xavier, Herson Capri, Alexandra Richter, Samantha Schmütz, Patrícya Travassos, Malu Valle, Bruno Bebianno, Davi Goulart, Lucas Cordeiro, Stella Maria Rodrigues, Cadu Fávero","Migdal Filmes, Globo Filmes, Universal Pictures International (UPI), Paramount Pictures (Brasil)",Brazil,Susana Garcia,Iafa Britz
19000000,Comedy,en,Dumb and Dumberer: When Harry Met Lloyd,2003-04-14,39267515,85.0,"Derek Richardson, Eric Christian Olsen, Mimi Rogers, Luis Guzmán, Rachel Nichols, Eugene Levy, Teal Redmann, Shia LaBeouf, Lin Shaye, Elden Henson, William Lee Scott, Michelle Krusiec, Dana Gould, Brian Posehn, Jeff Cesario, Cheri Oteri, Bob Saget, Timothy Stack, Wayne Federman, Lucas Gregory, Holly Towne, Josh Braaten, Vahe Manoukian, Carl Mazzocone, Tally Barr, Lawrence Jordan, Nancy Pimental, Julia Duffy, Kevin Centazzo, Tess Brewer, Jill Talley, Aaron Kaplan, Stacey Hill, Nathan Wright, Roger Eschbacher, Julie Costello, Shawnie Costello, Dawn Michelle King",New Line Cinema,United States of America,Troy Miller,"Oren Koules, Charles B. Wessler, Brad Krevoy, Steven Stabler, Troy Miller"
33000000,"Action, Thriller",en,Unhinged,2020-07-16,39238300,90.0,"Russell Crowe, Caren Pistorius, Gabriel Bateman, Anne Leighton, Jimmi Simpson, Austin P. McKenzie, Michael Papajohn, Sylvia Grace Crim, Lucy Faust, Stephen Louis Grush, Gregory Hobson, Devyn A. Tyler, Samantha Beaulieu, Gretchen Koerner, Brett Smrz, Michael Randall, Juliene Joyner, Vivian Fleming-Alvarez, Deven MacNair, Elton LeBlanc, Cynthia LeBlanc, Donna DuPlantier, Tim Bell, Calvin Williams, Scheryl W Brown, Kevin Howard, Timothy Hinrichs, Richard Burden","Solstice Productions, Burek Films, Ingenious Media, Altitude Film Entertainment",United States of America,Derrick Borte,"Lisa Ellzey, Andrew Gunn, Mark Gill"
0,"Crime, Comedy",ko,타짜,2006-09-28,39212715,139.0,"Cho Seung-woo, Kim Hye-soo, Baek Yoon-sik, Yoo Hae-jin, Kim Eung-soo, Kim Sang-ho, Kim Yoon-seok, Ju Jin-mo, Lee Soo-kyung, Kim Jung-nan, Kim Min-gyu, Park Myung-shin, Baek Do-bin, Jung In-gi, Yoon Sul-hee, Kim Kyung-ik, Choi Dong-hoon, Byun Seung-hyun, Seo Dong-soo, Kwon Tae-won","CJ Entertainment, Sidus",South Korea,Choi Dong-hoon,
25000000,"Comedy, Western, Adventure",en,¡Three Amigos!,1986-12-12,39200000,102.0,"Chevy Chase, Steve Martin, Martin Short, Alfonso Aráu, Tony Plana, Patrice Martinez, Jorge Cervera Jr., Kai Wulff, Abel Franco, Fred Asparagus, Jon Lovitz, Joe Mantegna, Philip Gordon, Phil Hartman, Norbert Weisser, Brian Thompson, Dyana Ortelli, Rebecca Ferratti, Brinke Stevens, Michael Wren, Gene Hartline, William B. Kaplan, Sophia Lamour, Santos Morales, Tino Insana, Craig Berenson, Joshua Gallegos, Hector Elias, Humberto Ortiz",L.A. Films,United States of America,John Landis,"George Folsey Jr., Lorne Michaels"
8000000,"Comedy, Drama",en,50/50,2011-09-30,39187783,100.0,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Philip Baker Hall, Serge Houde, Andrew Airlie, Matt Frewer, Peter Kelamis, Jessica Parker Kennedy, Anjelica Huston, Sugar Lyn Beard, Donna Yamamoto, Yee Jee Tso, Sarah Smyth, Daniel Bacon, P. Lynn Johnson, Laura Bertram, Matty Finochio, Marie Avgeropoulos, Luisa d'Oliveira, Veena Sood, Andrea Brooks, Beatrice King, Chilton Crane, Lauren Miller, Jason Vaisvila, Brent Sheppard, Stephanie Belding, Ryan W. Smith, William 'Big Sleeps' Stewart, Amitai Marmorstein, Will Reiser, Christopher De-Schuster, Stephen Colbert, Tom MacNeill, Cameron K. Smith, D.C. Douglas","Summit Entertainment, Mandate Pictures, Point Grey Pictures",United States of America,Jonathan Levine,"Seth Rogen, Evan Goldberg, Ben Karlin"
25000000,"Thriller, Crime, Drama",en,The Gambler,2014-12-25,39171130,111.0,"Mark Wahlberg, John Goodman, Brie Larson, Michael Kenneth Williams, George Kennedy, Jessica Lange, Richard Schiff, Andre Braugher, Emory Cohen, Domenick Lombardozzi, Anthony Kelley, Alvin Ing, Da'Vone McDonald, Griffin Cleveland, Omar Leyva, Steve Park, Chil Kong, Amin Joseph, Cjon Saulsberry, Teebone Mitchell, Lauren Weedman, Leland Orser, Jasmond Carroll, Ria Wilkinson, Chanon Finley, Jacob Bertrand, Simon Rhee, Natalija Ugrina","Paramount, Closest to the Hole Productions, Leverage, Winkler Films",United States of America,Rupert Wyatt,"Irwin Winkler, Mark Wahlberg, Robert Chartoff, Stephen Levinson, David Winkler"
20000000,"Horror, Thriller",en,The Grudge 2,2006-10-13,39143839,102.0,"Amber Tamblyn, Sarah Michelle Gellar, Edison Chen, Arielle Kebbel, Teresa Palmer, Misako Uno, Matthew Knight, Sarah Roemer, Jennifer Beals, Christopher Cousins, Takako Fuji, Ohga Tanaka, Joanna Cassidy, Jenna Dewan, Eve Gordon, Kim Miyori, Shaun Sipos, Ryo Ishibashi, Paul Jarrett, Gwenda Lorenzetti, Takashi Matsuyama, Isao Yatsu","Ghost House Pictures, Vertigo Entertainment, Columbia Pictures",United States of America,Takashi Shimizu,"Robert Tapert, Takashige Ichise"
4000000,"Action, Adventure, Fantasy",en,The Sword and the Sorcerer,1982-04-01,39103425,100.0,"Lee Horsley, Kathleen Beller, Simon MacCorkindale, George Maharis, Richard Lynch, Richard Moll, Anthony De Longis, Robert Tessier, Nina van Pallandt, Anna Bjorn, Jeff Corey, Joseph Ruskin, Joe Regalbuto, Russ Marin, Earl Maynard, George Murdock, John Davis Chandler, Emily Yancy, Christopher Cary, Peter Breck, Alan Caillou, Michael Evans, Jay Robinson, Simmy Bow, Reb Brown, Erik Cord, JoJo D'Amore, Steve Davis, Anthony Farrar, Greg Finley, George Fisher, Tammi Furness, Hubie Kerns Jr., Leonard P. Geer, Michael Hoit, James Jarnigan, Edgy Lee, Charlie Messenger, Shelley Taylor Morgan, Christina Nigra, Buckley Norris, Patrick O'Moore, Thomas Rosales Jr., Gina Smika Hunter, Alvah Stanley, Mark Steffan, William Watson, Barry Chase, Corinne Calvet, Corey Burton, Suzy Mandel, Thomas Rosales Jr.",Sorcerer Productions,United States of America,Albert Pyun,"Mark L. Rosen, Brandon Chase, John V.  Stuckmeyer, Marianne Chase"
15000000,Drama,en,What's Love Got to Do with It,1993-06-09,39100956,118.0,"Angela Bassett, Laurence Fishburne, Vanessa Bell Calloway, Jenifer Lewis, Khandi Alexander, Richard T. Jones, Rae'Ven Larrymore Kelly, Chi McBride, Penny Johnson, Phyllis Yvonne Stickney, Sherman Augustus, Cora Lee Day, Virginia Capers, Tina Turner, Barry Shabaka Henley, Bo Kane, Jackie O'Brien, Michael Colyar, Rob LaBelle, Patricia Sill, Shavar Ross, Damon Hines, Suli McCullough, Daniel McDonald, O'Neal Compton, Rose Jackson, Tina Turner",Touchstone Pictures,United States of America,Brian Gibson,"Doug Chapin, Barry Krost"
22000000,"Comedy, Drama",en,Postcards From the Edge,1990-09-14,39071603,101.0,"Meryl Streep, Shirley MacLaine, Dennis Quaid, Gene Hackman, Richard Dreyfuss, Rob Reiner, Conrad Bain, Annette Bening, Simon Callow, Mary Wickes, Oliver Platt, CCH Pounder, Sidney Armus, Robin Bartlett, Barbara Garrick, Anthony Heald, Dana Ivey, Michael Ontkean, Pepe Serna, George Wallace, Steven Brill, Gary Morton, Michael Byers, Ted Raimi",Columbia Pictures,United States of America,Mike Nichols,"Mike Nichols, John Calley"
11000000,Comedy,en,Fighting with My Family,2019-02-14,39055536,108.0,"Florence Pugh, Lena Headey, Vince Vaughn, Nick Frost, Jack Lowden, Dwayne Johnson, Aqueela Zoll, Stephen Merchant, James Burrows, Hannah Rae, Kim Matula, Julia Davis, Thea Trinidad, Paul Wight, Stephen Farrelly, Tori Ellen Ross, Thomas Whilley, Mike Mizanin, Jerry Lawler, Michael Coulthard, John Layfield, Julia Hamer-Bevis, Patrick Bevis, Zak Bevis, Olivia Bernstone, Leah Harvey, Mohammad Amiri, Christine Ozanne, Grace Link, Hannah Dodd, Jack Gouldbourne, Elroy Powell, Ellie Gonsalves, Roy Bevis, Brendon Burns, Ciaran Dowd, Josh Myers, Zak Knight, Rod Zapata, Chloe Csengery, Chris Albright, Saraya-Jade Bevis, John Cena, John Lobato","WWE Studios, Misher Films, Seven Bucks Productions, Film4 Productions, The Ink Factory, Metro-Goldwyn-Mayer","United Kingdom, United States of America",Stephen Merchant,"Dwayne Johnson, Stephen Merchant, Kevin Misher, Dany Garcia, Michael J. Luisi"
25000000,"Drama, Comedy",en,The Sisterhood of the Traveling Pants,2005-06-01,39053061,119.0,"Amber Tamblyn, America Ferrera, Blake Lively, Alexis Bledel, Bradley Whitford, Nancy Travis, Rachel Ticotin, Jenna Boyd, Mike Vogel, Michael Rady, Leonardo Nam, Maria Konstadarou, George Touliatos, Kyle Schmid, Erica Hubbard, Emily Tennant, Jacqueline Ann Steuart, Sarah-Jane Redmond, Ernie Lively, Kendall Cross, Georgia Craig, Valerie Tian, Katie Stuart, Kristie Marsden, Jonathon Young, Beverley Elliott, Charles Payne, Patricia Mayen-Salazar, Brenda James, Patricia Drake, Kathryn Kirkpatrick, Keith Dallas, Kirsten Alter, Mary Black","Alloy Entertainment, Alcon Entertainment, Di Novi Pictures",United States of America,Ken Kwapis,"Denise Di Novi, Broderick Johnson, Andrew A. Kosove, Debra Martin Chase"
70000000,"Adventure, Drama, History",en,Agora,2009-05-17,39041505,127.0,"Rachel Weisz, Max Minghella, Oscar Isaac, Ashraf Barhom, Michael Lonsdale, Rupert Evans, Homayoun Ershadi, Sami Samir, Richard Durden, Omar Mostafa, Manuel Cauchi, Oshri Cohen, Clint Dyer, Yousef Sweid, Amber Rose Revah, Charles Thake, Harry Borg, George Harris, Sylvester Morand, Jordan Kiziuk, Christopher Dingli, Joseph Camilleri, Charles Sammut, Alan Meadows, Paul Portelli, Alan Paris, John Montanaro, Malcolm Ellul, Ray Mangion, Mary Rose Bonello, André Agius, Frederick Testa, Pierre Stafrace, Clare Agius, Wesley Ellul, Nikovich Sammut, Philip Mizzi, John Suda, Angele Galea, Malcolm Galea, Paul Celia, Edward Caruana Galizia, Guilherme de Franco","ICAA, Himenóptero, Mod Producciones, Telecinco Cinema",Spain,Alejandro Amenábar,Fernando Bovaira
60000000,"Action, Comedy, Thriller, Crime, Science Fiction",en,The Spirit,2008-12-25,39031337,103.0,"Gabriel Macht, Scarlett Johansson, Samuel L. Jackson, Eva Mendes, Paz Vega, Jaime King, Dan Lauria, Sarah Paulson, Stana Katic, Frank Miller, Eric Balfour, Johnny Simmons, Seychelle Gabriel, Dan Gerrity, Kimberly Cox, Richard Portnow, Louis Lombardi, Emily Cheung","DC Comics, Lionsgate, Dark Lot Entertainment, Continental Entertainment Group (CEG), OddLot Entertainment, Media Magik Entertainment, DC Entertainment",United States of America,Frank Miller,"Michael Uslan, Gigi Pritzker, Deborah Del Prete, F.J. DeSanto, Linda McDonough, Marc Sadeghi"
4000000,"Comedy, Romance, Drama",hi,बधाई हो,2018-10-19,39000000,125.0,"Ayushmann Khurrana, Neena Gupta, Gajraj Rao, Sanya Malhotra, Surekha Sikri, Sheeba Chaddha, Alka Kaushal, Alka Amin, Ratheesh Balakrishnan Poduval","Junglee Pictures, Chrome Star Pictures",India,Amit Sharma,"Vineet Jain, Aleya Sen, Amit Ravindernath, Hemant Bhandari"
20000000,Romance,hi,इंग्लिश बाबु देसी मेम,1996-01-26,39000000,172.0,"Shah Rukh Khan, Sonali Bendre, Saeed Jaffrey, Sunny Singh Nijjar, Rajeshwari Sachdev, Kiran Kumar, Vivek Vaswani, Sudhir Dalvi, Mushtaq Khan, Anju Mahendru",Daasa Movies,India,Praveen Nischol,Praveen Nischol
3500000,Action,te,ఊసరవెల్లి,2011-10-06,39000000,161.0,"N.T. Rama Rao Jr., Tamanna Bhatia, Payal Ghosh, Prakash Raj, Jayaprakash Reddy, Vidyut Jammwal, Tanikella Bharani, Adhvik Mahajan, Raghu Babu, Murali Sharma, Sayaji Shinde, Shaam, Ajay, M. S. Narayana, Ahuti Prasad",Sri Venkateswara Cine Chitra,India,Surender Reddy,BVSN Prasad
0,Comedy,hi,मस्ती,2004-04-09,39000000,166.0,"Vivek Oberoi, Aftab Shivdasani, Ritesh Deshmukh, Amrita Rao, Genelia D'Souza, Tara Sharma, Lara Dutta, Ajay Devgn, Satish Shah, Archana Puran Singh, Rakhi Sawant, Suresh Menon, Murali Sharma, Shahbaz Khan",Maruti International,India,Indra Kumar,"Indra Kumar, Ashok Thakeria"
150000000,"Adventure, Animation, Family",en,Mars Needs Moms,2011-03-09,38992758,88.0,"Seth Green, Joan Cusack, Dan Fogler, Breckin Meyer, Elisabeth Harnois, Tom Everett Scott, Mindy Sterling, Julene Renee, Raymond Ochoa, Robert Ochoa, Ryan Ochoa, Seth Robert Dusky, Amber Gainey Meade, Dee Bradley Baker","Walt Disney Pictures, ImageMovers",United States of America,Simon Wells,Robert Zemeckis
0,"Drama, History, Music",en,Judy,2019-09-27,38981322,118.0,"Renée Zellweger, Rufus Sewell, Finn Wittrock, Michael Gambon, Richard Cordery, Jessie Buckley, Bella Ramsey, John Dagleish, Gemma-Leah Devereux, Tim Ahern, Bentley Kalu, Arthur McBain, Phil Dunster, David Shields, John Mackay, Darci Shaw, Tom Durant-Pritchard, Andy Nyman, Daniel Cerqueira, Royce Pierreson, David Rubin, Natasha Powell, Israel Ruiz, Lucy Russell, Matt Nalton, Lewin Lloyd","BBC Films, Calamity Films, Pathé",United Kingdom,Rupert Goold,David Livingstone
0,"Action, Family, Drama, Adventure",en,The Karate Kid Part III,1989-06-29,38956288,112.0,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith, Martin Kove, Sean Kanan, Jonathan Avildsen, William Christopher Ford, Randee Heller, Pat E. Johnson, Rick Hurst, Frances Bay, Joseph V. Perry, Jan Tříska, Diana Webster, Patrick R. Posada, C. Darnell Rose, Glenn Medeiros, Gabriel Jarret, Doc Duhame, Randell Dennis Widner, Raymond S. Sua, Garth Johnson, E. David Tetro, Helen Lin, Meilani Paul, John Timothy Botka, Earnest Hart Jr., Fred Moon, Marshal Silverman","Columbia Pictures, Weintraub International Group",United States of America,John G. Avildsen,Jerry Weintraub
50000000,"Drama, Thriller, Crime",en,The Life of David Gale,2003-02-21,38955598,130.0,"Kevin Spacey, Kate Winslet, Laura Linney, Gabriel Mann, Rhona Mitra, Matt Craven, Jim Beaver, Melissa McCarthy, Cleo King, Lee Ritchey, Brandy Little, Leon Rippy, Jesse De Luna, Vernon Grote, Larissa Wolcott, Sean Hennigan, Charles Sanders, Marco Perella, Michael Crabtree, Julio Cedillo, Christopher Meister, Cliff Stephens, James Huston, Chris Warner, Julia Lashae, Matthew Posey, Lynn Mathis, Robert Lott, Mark Voges, Katherine Willis, Amparo Moreno, Janis Kelly, Barbara Petricini-Buxton, Asia De Marcos, Amparo García, Kirk Sisco, Cassandra L. Small, Oliver Tull, George Haynes, Kathy Lamkin, Constance Jones, Cindy Waite, Kimberly Tortorice, Katie Lott, Noah Truesdale, Chuck Cureau, Mike Fontaine, Elizabeth Gast, Chris Drewy, Katina Potts, Katherine James, Cindy Michelle, Jennifer Dorsey, Maurice Moore, Brenda Sendejo, Rick Morrow, Julia Kay-Laskowski, Donald Braswell, Jack Gould, Jack Watkins, Gwyn Little, Patrick Fries, Pilar Ferreiro, Claudia Parker, Joan Gispert, Mark Richardson, Justin Lavender, David Dahl, Catenya McHenry, Brian Orr, Michelle Valen, Tanya Zieger, Nick Dawson, Steve Flanagin, Evelyn Lindsey, T.J. McFarland, Deborah Abbott, Stacy Lynn Austin, Jerry M. Barker, Richard R. Bartholomew, Keith Bright, Ryan Brooks, Pei-San Brown, Dian Childs, Starla Christian, Wade Couturiaux, Steve Crawford, Constance Dasse, Matthew J. Dunn, Ken Edwards, Nikki Folsom, Ryan Hancock, Garrett Hargrove, Peyton Hayslip, David Scott Heck, Reda Hicks, Landon Kash, Robert H. Lambert, Gabriel R. Martinez, Frank Matthews, C.K. McFarland, Josh Meyer, Brent Mitchell, Cindy Palla, Roger Eduardo Palomino, Alan Parker, Paul A. Partain, Keith Poulson, Glen Powell Sr., George Renteria, Nicole R. Roberts, Michael Schmid, Ryan Schneider, Robin Simmons, Melanie Stovall, Danny Trevino, Ryan Wickerham, Michele Williams, Christine Wolf, Willie Wright, Jeff Gibbs","Mikona Productions GmbH & Co. KG, Universal Pictures, Intermedia Films, Saturn Films, Dirty Hands Productions","Germany, United Kingdom, United States of America",Alan Parker,"Nicolas Cage, Alan Parker"
7500000,"Comedy, Romance, Science Fiction",en,Weird Science,1985-08-01,38934048,94.0,"Anthony Michael Hall, Kelly LeBrock, Ilan Mitchell-Smith, Bill Paxton, Suzanne Snyder, Judie Aronson, Robert Rusler, Robert Downey Jr., Steve James, Vernon Wells, Michael Berryman, Jill Whitlow, Britt Leach, Kym Malin, John Kapelos, Prince Hughes, Ann Coyle, Suzy J. Kellems, Chino 'Fats' Williams, Robin Frohman, Alison Carole Lowe, Rick Le Fevour, James Huffman, Michael K. Washko, Ivor Barry, Pamela Gordon",Universal Pictures,United States of America,John Hughes,Joel Silver
0,"Horror, Science Fiction, Thriller",en,The Fly II,1989-02-10,38903179,105.0,"Eric Stoltz, Daphne Zuniga, Lee Richardson, John Getz, Frank C. Turner, Ann Marie Lee, Garry Chalk, Saffron Henderson, Harley Cross, Matthew Moore, Rob Roy, Andrew Rhodes, Pat Bermel, William S. Taylor, Jerry Wasserman, Robert Metcalfe",Brooksfilms,"Canada, United States of America",Chris Walas,Steven-Charles Jaffe
0,"Drama, Romance",en,Romeo and Juliet,1968-04-02,38901218,138.0,"Leonard Whiting, Olivia Hussey, John McEnery, Michael York, Milo O’Shea, Pat Heywood, Robert Stephens, Bruce Robinson, Paul Hardwick, Natasha Parry, Antonio Pierfederici, Esmeralda Ruspoli, Roberto Bisacco, Roy Holder, Keith Skinner, Dyson Lovell, Richard Warwick, Roberto Antonelli, Carlo Palmucci, Salvatore Billa, Claudio De Davide, Paola Tedesco, Laurence Olivier","Paramount, Dino de Laurentiis Cinematografica, BHE Films, Verona Produzione","Italy, United Kingdom",Franco Zeffirelli,"Anthony Havelock-Allan, John Brabourne"
39000000,"Science Fiction, Action, Adventure, Thriller",en,Serenity,2005-09-03,38869464,119.0,"Nathan Fillion, Summer Glau, Gina Torres, Alan Tudyk, Morena Baccarin, Adam Baldwin, Jewel Staite, Sean Maher, Ron Glass, Chiwetel Ejiofor, David Krumholtz, Michael Hitchcock, Sarah Paulson, Yan Feldman, Rafael Feldman, Nectar Rose, Tamara Taylor, Glenn Howerton, Hunter Ansley Wryn, Logan O'Brien, Erik Erotas, Demetra Raven, Marley McClean, Jessica Huang, Scott Kinworthy, Erik Weiner, Conor O'Brien, Peter James Smith, Weston Nathanson, Carrie 'CeCe' Cline, Chuck O'Neil, Amy Wieczorek, Tristan Jarred, Elaine Mani Lee, Terrence Hardy Jr., Brian O'Hare, Ryan Tasz, Colin Patrick Lynch, Terrell Tilford, Joshua Michael Kwiat, Antonio Rufino, Linda Wang, Mark Winn, Rick Williamson, Neil Patrick Harris, Matt McColm, Marcus Young, Dennis Keiffer","Universal Pictures, Barry Mendel Productions",United States of America,Joss Whedon,Barry Mendel
5500000,"Adventure, Crime, Family, Comedy",en,Show Dogs,2018-05-18,38830219,92.0,"Will Arnett, Ludacris, Natasha Lyonne, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Stanley Tucci, Oliver Tompsett, Andy Beckwith, RuPaul, Alan Cumming, Anders Holm, Blake Anderson, Delia Sheppard, Kate Micucci, Bern Collaço, Kerry Shale, Cristina Dohmen, Daniel Eghan, Clem So, Diogo Mesquita, João Araújo, Paulo Duarte Ribeiro, Sofia Brito","Riverstone Pictures, Open Road Films, Neddy Dean Productions","United Kingdom, United States of America",Raja Gosnell,
40000000,"Horror, Mystery, Thriller, Drama",en,The Wicker Man,2006-08-31,38805380,102.0,"Nicolas Cage, Ellen Burstyn, Kate Beahan, Frances Conroy, Leelee Sobieski, Molly Parker, Diane Delano, Michael Wiseman, Christa Campbell, Emily Holmes, Matthew Walker, Mary Black, Christine Willes, Tania Saulnier, James Franco, Jason Ritter, Aaron Eckhart, Erika-Shaye Gair, Zemphira Gosling, Sophie Hough, David Purvis, Xantha Radley, Anna Van Hooft, Moraea Bieber, Jayda Bieber, Talia Ranger, Kendall Cross, Simon Longmore, Andre Danyliu, Jacqueline Robbins, Joyce Robbins, Monique Ganderton","Alcon Entertainment, Saturn Films, EFO Films, Equity Pictures Medienfonds GmbH & Co. KG III, Brightlight Pictures, Wicker Man Productions, Warner Bros. Pictures, Millennium Films, Nu Image, Redbus Pictures, LDMP","United States of America, Germany, Canada",Neil LaBute,"Nicolas Cage, Boaz Davidson, Avi Lerner, Randall Emmett, Norman Golightly, John Thompson"
0,"Comedy, Action",en,First Sunday,2008-01-11,38804615,96.0,"Ice Cube, Katt Williams, Tracy Morgan, Loretta Devine, Michael Beach, Keith David, Regina Hall, Malinda Williams, Chi McBride, Clifton Powell, Nicholas Turturro, Paul Campbell, Retta, P. J. Byrne, Tiffany Pollard, Olivia Cole, Red Grant, C.J. Sanders, Rickey Smiley",Cube Vision,United States of America,David E. Talbert,
26000000,"Adventure, Family, Science Fiction, Thriller",en,Clockstoppers,2002-03-17,38793283,94.0,"Jesse Bradford, Paula Garcés, French Stewart, Michael Biehn, Robin Thomas, Julia Sweeney, Lindze Letherman, Jason George, Ken Jenkins, Tony Abatemarco, Garikayi Mutambirwa, Brian J. Williams, Linda Kim, Esperanza Catubig, Jennifer Manley, Scott Thomson, Deborah Rawlings, Jodie Milks, Brad ""Chip"" Pope, Oanh Nguyen, Andrew James Armstrong, Rachel Arieff, Joey Simmrin, Finneus Egan, Pamela Dunlap, Gina Hecht, Eric Michael Baugh, Dwight Armstrong, DJ Midas, Billy Mayo, Jenette Goldstein, Jeff Ricketts, Melanie Mayron, Larry Carroll, Caroline Fogarty, Miko Hughes","Paramount, Nickelodeon Movies, Valhalla Motion Pictures",United States of America,Jonathan Frakes,"Gale Anne Hurd, Julia Pistor"
25000000,"Horror, Comedy",en,Little Shop of Horrors,1986-12-19,38748395,94.0,"Rick Moranis, Ellen Greene, Vincent Gardenia, Steve Martin, Levi Stubbs, Tichina Arnold, Michelle Weeks, Tisha Campbell-Martin, Jim Belushi, John Candy, Christopher Guest, Bill Murray, Miriam Margolyes, Danny John-Jules, Mak Wilson, Barbara Rosenblat, Kevin Scott, Vincent Wong, Edward Wiley, John Scott Martin, Heather Hanson","Geffen Pictures, Warner Bros. Pictures",United States of America,Frank Oz,David Geffen
8500000,"Comedy, Drama, Romance",en,About Last Night...,1986-07-02,38702310,113.0,"Demi Moore, Rob Lowe, Jim Belushi, Elizabeth Perkins, George DiCenzo, Robin Thomas, Donna Gibbons, Megan Mullally, Michael Alldredge, Patricia Duff, Rosanna DeSoto, Sachi Parker, Robert Neches, Joe Greco, Ada Maris, Rebeca Arthur, Tim Kazurinsky, Kevin Bourland, Charlotte Maier, John Richard Petersen, Catherine Keener, Marjorie Bransfield, Kimberley Pistone, Lindy Huddleson","TriStar Pictures, Delphi V Productions",United States of America,Edward Zwick,"Stuart Oken, Jason Brett"
23000000,"Comedy, Romance",en,Someone Like You...,2001-03-30,38689940,97.0,"Ashley Judd, Greg Kinnear, Hugh Jackman, Marisa Tomei, Ellen Barkin, Catherine Dent, Laura Regan, Peter Friedman, Mireille Enos, Colleen Camp, Sue Jin Song, Donna Hanover, Veronica Webb, Carrie Navarro, Krysten Ritter","Lynda Obst Productions, Fox 2000 Pictures",United States of America,Tony Goldwyn,Lynda Obst
1200000,"Music, Comedy",en,Breakin',1984-01-10,38682707,90.0,"Lucinda Dickey, Adolfo Quinones, Michael Chambers, Ben Lokey, Christopher McDonald, Phineas Newborn III, Ice-T, Lisa Freeman, André Landzaat, Teresa Kelly, Bea Silvern, Jean-Claude Van Damme, Eb Lottimer, Taco Falcon, Peter Bromilow, Eleanor Zee, Ric Mancino, Donald DeNoyer, Lela Rochon","Golan-Globus Productions, Metro-Goldwyn-Mayer, Cannon Group",United States of America,Joel Silberg,
20000000,"Drama, History",en,On the Basis of Sex,2018-12-25,38673750,120.0,"Felicity Jones, Armie Hammer, Justin Theroux, Sam Waterston, Kathy Bates, Cailee Spaeny, Callum Shoniker, Jack Reynor, Stephen Root, Ronald Guttman, Chris Mulkey, Gary Werntz, Francis X. McCarthy, Ben Carlson, Ruth Bader Ginsburg, Amanda MacDonald, Karl Graboshas, Angela Galuppo, Joe Cobden, Dawn Ford, Michael Dickson, Holly Gauthier-Frankel, Jeff Lillico, Arthur Holden, Gabrielle Graham, Wendy Crewson, Callum Shoniker","Robert Cort Productions, Participant",United States of America,Mimi Leder,"Jonathan King, Robert W. Cort"
